algorithm_time_s,curvature_energy_1pm,deviation_max_m,deviation_rmse_m,error,footprint_clearance_mean_m,footprint_clearance_min_m,footprint_clearance_p05_m,footprint_collision_sample_count,footprint_pose_sample_count,hybrid_pivot_energy,hybrid_pivot_markers,hybrid_pivot_max_cost,hybrid_pivot_safe,hybrid_raw_energy,hybrid_raw_max_cost,hybrid_raw_safe,hybrid_reason,hybrid_selected,hybrid_simple_energy,hybrid_simple_max_cost,hybrid_simple_safe,max_abs_curvature_1pm,method,metric_spacing_m,native_point_count,output_path_sha256,path_length_m,pivot_compatible_edges,pivot_competitive_candidates,pivot_corner_search,pivot_corners,pivot_dp_states,pivot_evaluations,pivot_fallback,pivot_g2_transitions,pivot_marker_count,pivot_max_angle_rad,pivot_max_footprint_cost,pivot_mean_transition_score,pivot_output_points,pivot_pivots,pivot_rejections,pivot_runtime_s,pivot_search_mode,pivot_segment_margin,pivot_total_angle_rad,pivot_valid_candidates,planner,planner_output_path_sha256,point_count,raw_path_sha256,removed_duplicate_pose_count,repetition,scenario,success,translation_curvature_energy_1pm,translation_max_abs_curvature_1pm,translation_path_length_m,translation_segment_count,wall_time_s
,,,,"smoothing failed: status=6, code=504, message=''",,,,,,,,,,,,,,,,,,,pivot_g2,,,,,,,,,,,,,,,,,,,,,,,,,NavFnDijkstra,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,0,1,crate_detour,False,,,,,
0.003,3.761066087565541,0.013998843034938209,0.0033085541162817377,,0.3910558971131362,0.25619225950049973,0.25619225950049973,0,166,1.39892,28,228,True,25.6773,251,True,simple_default,simple,3.76107,161,True,3.5578535860544576,adaptive_hybrid_fixed,0.05,155,823496834170d2bcc7bbc576c43595bd23d94dbd9f5ca2dbec13619dc2347a10,3.8615660544026533,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,79,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,0,1,crate_detour,True,3.761066087565541,3.5578535860544576,3.8615660544026533,1,0.00678029599976071
0.006,3.761066087565541,0.013998843034938209,0.0033085541162817377,,0.3910558971131362,0.25619225950049973,0.25619225950049973,0,166,,0,,False,25.6773,251,True,pivot_unsafe,simple,3.76107,161,True,3.5578535860544576,adaptive_hybrid,0.05,155,823496834170d2bcc7bbc576c43595bd23d94dbd9f5ca2dbec13619dc2347a10,3.8615660544026533,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,79,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,0,1,crate_detour,True,3.761066087565541,3.5578535860544576,3.8615660544026533,1,0.01217201200006457
0.003,13.303131895715431,4.440892098500626e-16,6.632747768912425e-17,,0.38003468040674016,0.06464466190395313,0.10606601875848895,0,138,,,,,,,,,,,,,8.521160476757807,raw,0.05,137,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,3.4467307940715943,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,71,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,13.303131895715431,8.521160476757807,3.4467307940715943,1,0.004341791000115336
0.0,1.967512709310029,0.008833344514399724,0.0026804975246075575,,0.3706951873310005,0.11464466264901119,0.11464466264901119,0,145,,,,,,,,,,,,,2.1871151362853345,simple,0.05,137,889ad29c3f826592c7ce68b7bbab1df1600ecfaf1f0be21a78a8b41120ffe8d1,3.4350162798214696,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,70,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,1.967512709310029,2.1871151362853345,3.4350162798214696,1,0.005493885000305454
0.0,6.871543894259572,0.004165260618615761,0.000828501116149642,,0.3623598500907283,0.11464466264901119,0.11464466264901119,0,158,,,,,,,,,,,,,4.978839288396052,savitzky_golay,0.05,137,fb127e746374e8a766e954fc9622abde537923dbe0dc57e8284847626e978012,3.443629339706382,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,70,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,6.871543894259572,4.978839288396052,3.443629339706382,1,0.005786746000012499
0.009000000000000001,15.556431252784087,0.0439273863586293,0.020734749213525562,,0.3786644702272963,0.16464466339406925,0.16464466339406925,0,171,,,,,,,,,,,,,7.253318537892855,constrained,0.05,137,0dfcecb3a9284a35be23daf5314031edeea0357e9aca7ce11c0198a0b783ce52,3.485038315917971,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,71,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,15.556431252784087,7.253318537892855,3.485038315917971,1,0.010949466000056418
0.003,13.403298497388848,0.004820182774739312,0.001939874082374682,,0.30064356857263097,0.11464466264901119,0.11464466264901119,0,249,,,,,,,,,,,,,8.439982511538833,pivot_g2_fixed,0.05,206,72cbb588bf28ed248ac6f4dde3ed9dc8d4bf876f3a721968a7c6c020fa735294,3.444848766290565,0,22,"[{'index': 0, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 1, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.00998492, 'selected_score': 1}, {'index': 2, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 3, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 4, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 5, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 6, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.0650933, 'selected_score': 0.926845}, {'index': 7, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 4, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.0436248, 'selected_score': 0.950256}, {'index': 8, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 3, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.0399832, 'selected_score': 0.919308}, {'index': 9, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.0846341, 'selected_score': 0.94674}, {'index': 10, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.0287166, 'selected_score': 1}, {'index': 11, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 12, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 13, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 14, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 15, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.0105578, 'selected_score': 1}, {'index': 16, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 17, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 18, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.0137652, 'selected_score': 1}]",19,0,171,none,8,11,0.6193822465220897,200,0.967894,206,11,"{'angular acceleration iteration did not converge': 10, 'transition would overlap an adjacent corner window': 139}",0.00368026,fixed,0.05,3.441074630209553,22,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,71,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,2.1098683242241063,3.013097088849333,3.450771997241731,12,0.00809536399992794
,,,,"smoothing failed: status=6, code=504, message=''",,,,,,,,,,,,,,,,,,,pivot_g2,,,,,,,,,,,,,,,,,,,,,,,,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,False,,,,,
0.006,1.967512709310029,0.008833344514399724,0.0026804975246075575,,0.3706951873310005,0.11464466264901119,0.11464466264901119,0,145,2.10987,11,253,True,13.3031,253,True,simple_default,simple,1.96751,253,True,2.1871151362853345,adaptive_hybrid_fixed,0.05,137,889ad29c3f826592c7ce68b7bbab1df1600ecfaf1f0be21a78a8b41120ffe8d1,3.4350162798214696,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,70,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,1.967512709310029,2.1871151362853345,3.4350162798214696,1,0.006869763999930001
0.006,1.967512709310029,0.008833344514399724,0.0026804975246075575,,0.3706951873310005,0.11464466264901119,0.11464466264901119,0,145,,0,,False,13.3031,253,True,pivot_unsafe,simple,1.96751,253,True,2.1871151362853345,adaptive_hybrid,0.05,137,889ad29c3f826592c7ce68b7bbab1df1600ecfaf1f0be21a78a8b41120ffe8d1,3.4350162798214696,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,70,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,1.967512709310029,2.1871151362853345,3.4350162798214696,1,0.011691687999700662
0.0,50.335844995171556,2.220446049250313e-16,5.705779506773972e-17,,0.5377465529773383,0.16464466339406925,0.2146446641391273,0,251,,,,,,,,,,,,,11.468765710131587,raw,0.05,246,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,6.168172900691866,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,125,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,50.335844995171556,11.468765710131587,6.168172900691866,1,0.004864605999955529
0.003,5.686661668251417,0.0165050729536979,0.0036429963624662496,,0.5107629885836733,0.23390290478282266,0.25619225950049973,0,255,,,,,,,,,,,,,4.817744742149888,simple,0.05,246,43bd63c005f0841a57f71a3cc247a4cb1b750245e26a6e1c87a8c657f51be5c3,6.127630905255402,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,124,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,5.686661668251417,4.817744742149888,6.127630905255402,1,0.007170796000082191
0.0,21.162946904058487,0.007654985235932369,0.0014448322423635646,,0.49787264465821335,0.2146446641391273,0.23390290478282266,0,282,,,,,,,,,,,,,10.368183365997812,savitzky_golay,0.05,246,ba2e793ffa6cd56f0b65d545f47feeb5f2b3bf4262779cab2e9718f327011d60,6.152622683618669,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,125,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,21.162946904058487,10.368183365997812,6.152622683618669,1,0.0070609220001642825
0.015000000000000001,22.332732051119418,0.011791575398261554,0.002123402603794281,,0.5014893592015011,0.2146446641391273,0.25619225950049973,0,282,,,,,,,,,,,,,8.177470660434423,constrained,0.05,246,42b3a97f4f6d9267309ea31f99ba9054089a6538c30601eb8987949a87717a8a,6.162115604105716,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,125,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,22.332732051119418,8.177470660434423,6.162115604105716,1,0.019237008999880345
0.003,46.94049982284495,0.008107832825066583,0.0036051703640519435,,0.47013626649190204,0.16464466339406925,0.2146446641391273,0,466,,,,,,,,,,,,,10.785887965444243,pivot_g2_fixed,0.05,343,e6c16886d8d88a8493a77d1b15e1edbc1fe89f0d947f1d24034047b4997b6be9,6.163569171607171,0,31,"[{'index': 0, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.0443726, 'selected_score': 1}, {'index': 1, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.060644, 'selected_score': 1}, {'index': 2, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.0853562, 'selected_score': 0.946677}, {'index': 3, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.00997118, 'selected_score': 1}, {'index': 4, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.0167643, 'selected_score': 1}, {'index': 5, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 6, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.0134261, 'selected_score': 1}, {'index': 7, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 8, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 9, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 2, 'states': 0, 'selected_radius': 0.3, 'selected_trim': 0.0277306, 'selected_score': 1}, {'index': 10, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.114044, 'selected_score': 1}, {'index': 11, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.0358053, 'selected_score': 1}, {'index': 12, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 13, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 14, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 3, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.0467403, 'selected_score': 0.920464}, {'index': 15, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 16, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 17, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 18, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 19, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 20, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 21, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 22, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 23, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 24, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 25, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 26, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 27, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 28, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 29, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 30, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 31, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 32, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 33, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 34, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.01095, 'selected_score': 1}, {'index': 35, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 36, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 37, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 38, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 39, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 40, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 41, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 42, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 43, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 44, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 45, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 46, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}]",47,0,423,none,11,36,0.7588777726868732,200,0.987922,343,36,"{'angular acceleration iteration did not converge': 11, 'transition would overlap an adjacent corner window': 381}",0.00281796,fixed,0.05,11.983178923393352,31,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,125,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,4.556452279551093,4.599924141532517,6.185032377193461,37,0.009102134999920963
,,,,"smoothing failed: status=6, code=504, message=''",,,,,,,,,,,,,,,,,,,pivot_g2,,,,,,,,,,,,,,,,,,,,,,,,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,False,,,,,
0.006,5.686661668251417,0.0165050729536979,0.0036429963624662496,,0.5107629885836733,0.23390290478282266,0.25619225950049973,0,255,4.55645,36,253,True,50.3358,251,True,simple_default,simple,5.68666,177,True,4.817744742149888,adaptive_hybrid_fixed,0.05,246,43bd63c005f0841a57f71a3cc247a4cb1b750245e26a6e1c87a8c657f51be5c3,6.127630905255402,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,124,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,5.686661668251417,4.817744742149888,6.127630905255402,1,0.00981283299961433
0.012,5.686661668251417,0.0165050729536979,0.0036429963624662496,,0.5107629885836733,0.23390290478282266,0.25619225950049973,0,255,,0,,False,50.3358,251,True,pivot_unsafe,simple,5.68666,177,True,4.817744742149888,adaptive_hybrid,0.05,246,43bd63c005f0841a57f71a3cc247a4cb1b750245e26a6e1c87a8c657f51be5c3,6.127630905255402,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,124,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,5.686661668251417,4.817744742149888,6.127630905255402,1,0.01980059200013784
